"","album_num_tracks","weeks_on_chart","streams","danceability","energy","key","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration","days_since_release","rank"
"1",1,4,11430518,0.789,0.536,6,-6.862,0.242,0.41,0,0.129,0.437,81.039,165926,27,2
"2",3,6,9256554,0.61,0.508,8,-6.682,0.152,0.297,0,0.384,0.758,178.818,137876,36,3
"3",1,1,9162142,0.634,0.285,9,-14.007,0.0807,0.937,0.000359,0.232,0.203,129.65,245897,7,4
"4",1,5,6896410,0.439,0.61,9,-7.236,0.116,0.593,1.07e-05,0.341,0.172,181.088,215508,35,7
"5",1,13,6250603,0.778,0.695,4,-6.865,0.0913,0.175,0,0.15,0.472,149.996,132780,699,8
"6",8,13,5334342,0.449,0.465,0,-8.964,0.0791,0.524,1.02e-06,0.303,0.543,89.087,198371,405,10
"7",2,13,5126857,0.868,0.795,11,-6.044,0.269,0.0012,0.0193,0.0461,0.819,166,156945,91,12
"8",18,23,5031102,0.761,0.525,11,-6.9,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805,273,13
"9",13,12,4456837,0.653,0.524,11,-9.016,0.0502,0.112,0,0.203,0.553,83.97,160191,153,16
"10",1,17,4444266,0.585,0.436,10,-8.761,0.0601,0.721,1.31e-05,0.105,0.132,143.874,242014,118,17
"11",12,17,4367745,0.749,0.463,11,-8.433,0.0842,0.21,0.0382,0.338,0.189,90.035,226987,546,19
"12",1,19,4267483,0.436,0.655,1,-8.37,0.0583,0.499,8.1e-06,0.688,0.412,121.002,279204,132,21
"13",14,75,3679850,0.514,0.73,1,-5.934,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040,412,27
"14",3,9,3456607,0.781,0.594,0,-6.959,0.0485,0.0136,0,0.162,0.0628,129.895,178154,62,30
"15",16,40,3286639,0.832,0.534,1,-7.813,0.253,0.345,0,0.165,0.116,93.924,132833,356,33
"16",16,9,3274776,0.658,0.634,1,-6.068,0.0431,0.0104,0,0.12,0.302,140.002,170813,48,34
"17",14,23,2975906,0.68,0.826,0,-5.487,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627,412,39
"18",11,37,2950979,0.612,0.807,10,-2.81,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400,2939,40
"19",17,4,2906344,0.422,0.302,11,-9.214,0.0372,0.629,7.83e-05,0.104,0.123,114.089,248827,1882,41
"20",1,10,2641544,0.879,0.574,10,-5.602,0.391,0.519,8.76e-06,0.144,0.346,144.911,243463,41,47
"21",14,2,2623645,0.888,0.408,8,-10.162,0.487,0.164,0,0.0912,0.742,77.029,176160,553,48
"22",22,25,2519629,0.662,0.413,0,-7.357,0.0299,0.213,0,0.134,0.467,93.005,161385,181,50
"23",23,28,2516901,0.487,0.65,0,-5.195,0.0253,0.191,0,0.0933,0.456,151.964,232533,195,51
"24",19,36,2467737,0.709,0.548,10,-8.493,0.353,0.65,1.59e-06,0.133,0.543,83.995,160000,307,53
"25",14,27,2466316,0.83,0.585,0,-6.476,0.094,0.237,0,0.248,0.485,109.978,173711,188,54
"26",22,43,2401155,0.65,0.613,9,-6.13,0.128,0.00336,0,0.267,0.0804,149.972,194621,300,60
"27",17,88,2375226,0.695,0.762,0,-3.497,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280,608,62
"28",17,158,2364846,0.671,0.529,0,-7.226,0.307,0.0769,0.000335,0.0856,0.203,161.989,165820,878,63
"29",12,77,2316653,0.548,0.816,0,-4.209,0.0465,0.122,0,0.335,0.557,95.39,174000,510,64
"30",1,25,2315828,0.889,0.34,11,-7.773,0.0697,0.218,0.13,0.055,0.716,94.009,174321,175,65
"31",26,12,2295493,0.453,0.35,9,-11.639,0.0425,0.827,0.00122,0.144,0.279,72.017,185147,175,67
"32",17,157,2289936,0.511,0.566,6,-7.23,0.2,0.349,0,0.34,0.218,83.903,239836,878,68
"33",26,5,2288981,0.66,0.817,11,-6.269,0.0521,0.162,0,0.0667,0.714,135.942,277592,27,69
"34",10,7,2265321,0.498,0.59,1,-4.721,0.032,0.511,0,0.107,0.0784,145.867,217867,3866,70
"35",13,169,2251098,0.692,0.521,10,-8.465,0.33,0.301,0,0.0565,0.463,100.45,292987,2340,72
"36",58,35,2250103,0.828,0.492,0,-9.744,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800,16162,73
"37",9,8,2225525,0.637,0.929,4,-3.593,0.0491,0.00166999999999999,2.62e-05,0.344,0.902,80.974,147351,447,74
"38",19,12,2198233,0.722,0.588,6,-5.932,0.0544,0.0319,0,0.183,0.59,134.01,165507,84,76
"39",1,16,2184191,0.798,0.62,8,-7.079,0.232,0.414,0.0192,0.112,0.235,120.031,164000,232,78
"40",10,2,2168897,0.346,0.944,9,-9.874,0.0485,4.16e-05,0.565,0.0546,0.403,179.63,147036,2188,79
"41",14,28,2162361,0.737,0.802,0,-4.771,0.0878,0.468,0,0.0931,0.682,144.015,172325,188,80
"42",12,106,2118687,0.501,0.405,1,-5.679,0.0319,0.751,0,0.105,0.446,109.891,182161,720,82
"43",15,65,2095007,0.774,0.554,0,-7.909,0.0383,0.207,0,0.132,0.349,99.034,162547,455,83
"44",11,75,2058836,0.793,0.793,11,-4.521,0.083,0.0123,0,0.0951,0.679,123.95,183290,405,84
"45",1,42,2050816,0.667,0.373,4,-9.389,0.05,0.785,0,0.0906,0.0823,124.148,169266,384,85
"46",22,116,2025309,0.685,0.692,2,-5.122,0.0457,0.328,0,0.153,0.578,159.966,240051,790,87
"47",13,5,2016927,0.519,0.552,2,-5.023,0.0259,0.18,0,0.149,0.331,89.957,215141,321,88
"48",16,18,2014965,0.685,0.521,2,-8.285,0.0345,0.185,3.59e-06,0.111,0.578,115.885,190779,48,89
"49",2,1,2004947,0.7,0.664,7,-8.211,0.0394,0.306,1.89e-05,0.249,0.585,142.009,223066,6,90
"50",30,17,1999399,0.505,0.657,11,-5.24,0.0318,0.373,0.00107,0.126,0.252,196,178520,118,91
"51",22,12,1991796,0.912,0.608,1,-7.686,0.397,0.0458,0,0.248,0.327,136.994,136900,13,92
"52",11,34,1987997,0.588,0.521,10,-9.461,0.0329,0.0678,0.149,0.123,0.337,85.012,260173,2015,93
"53",11,45,1985752,0.611,0.797,6,-7.627,0.0533,0.00543,0.00137,0.26,0.518,120.041,218107,2029,95
"54",16,74,1983098,0.896,0.586,10,-6.687,0.0559,0.104,0,0.79,0.642,116.971,196653,517,96
"55",16,50,1972958,0.783,0.479,7,-10.646,0.541,0.149,0,0.101,0.533,176.027,163798,356,97
"56",1,22,1956665,0.856,0.564,6,-6.295,0.392,0.00327,0,0.134,0.483,77.972,135960,153,98
"57",14,227,1941338,0.841,0.728,7,-3.37,0.0484,0.0847,0,0.149,0.43,130.049,243837,1693,99
"58",1,1,1939465,0.847,0.912,11,-3.129,0.257,0.0781,0,0.142,0.88,81.486,156895,6,100
"59",1,4,1935746,0.588,0.856,9,-5.242,0.0316,0.00081799999999999,0.0739,0.238,0.635,96.966,175044,29,101
"60",12,44,1932335,0.357,0.425,5,-7.301,0.0333,0.584,0,0.322,0.27,102.078,198040,412,102
"61",18,9,1918243,0.72,0.744,1,-6.938,0.12,0.237,0,0.255,0.619,78.953,243773,5917,103
"62",8,28,1903444,0.719,0.648,3,-7.6,0.125,0.2,0,0.127,0.66,140.201,123263,76,106
"63",14,106,1857466,0.614,0.68,6,-4.58,0.0289,0.369,1.84e-06,0.115,0.707,149.959,234347,1105,109
"64",12,89,1855387,0.782,0.559,6,-7.106,0.0767,0.125,0,0.385,0.685,129.992,188344,258,110
"65",1,1,1831798,0.814,0.659,2,-4.475,0.0811,0.00161,0.0254,0.499,0.13,88.521,173400,6,111
"66",20,65,1828944,0.773,0.75,8,-4.009,0.117,0.109,0,0.174,0.783,123.426,220587,1266,112
"67",1,34,1812594,0.399,0.491,6,-10.778,0.0538,0.0563,0.00089,0.11,0.151,91.066,210463,377,113
"68",12,51,1798246,0.56,0.936,3,-5.835,0.0439,0.00847,0,0.161,0.371,112.96,218013,3534,114
"69",12,137,1793283,0.515,0.479,3,-7.458,0.0261,0.544,0.00598,0.191,0.284,88.964,209274,923,115
"70",17,24,1713609,0.914,0.732,8,-6.1,0.241,0.0166,0,0.107,0.469,94.066,171067,167,121
"71",13,35,1709011,0.74,0.517,1,-6.233,0.0506,0.0183,0,0.0558,0.698,139.917,170858,41,122
"72",17,145,1704127,0.551,0.402,11,-7.431,0.0262,0.676,0,0.0928,0.382,103.313,193200,1070,123
"73",15,76,1703583,0.459,0.575,3,-4.858,0.0573,0.604,0,0.0885,0.183,111.881,215107,531,124
"74",1,7,1700825,0.641,0.598,7,-5.7,0.324,0.381,0,0.0921,0.285,131.459,199706,86,125
"75",22,2,1700294,0.925,0.463,6,-9.309,0.454,0.0681,0,0.101,0.961,133.061,122729,13,126
"76",30,54,1697211,0.62,0.869,6,-5.479,0.0462,0.615,0,0.131,0.597,126.019,216573,118,127
"77",11,193,1696903,0.872,0.391,0,-9.144,0.242,0.469,4.13e-06,0.297,0.437,134.021,119133,1350,128
"78",9,60,1684798,0.548,0.805,7,-5.732,0.351,0.212,0.000389,0.408,0.648,142.094,216387,650,129
"79",16,10,1684586,0.794,0.766,9,-3.894,0.0377,0.0135,0,0.0785,0.55,127.007,195873,3919,130
"80",22,69,1684562,0.809,0.463,11,-11.377,0.0396,0.256,0.085,0.109,0.364,111.98,298941,1510,131
"81",1,63,1658604,0.704,0.225,6,-14.454,0.0994,0.902,0.657,0.106,0.243,120.006,245426,540,134
"82",13,84,1652934,0.769,0.787,11,-3.909,0.367,0.189,0,0.129,0.836,126.77,159715,587,135
"83",12,74,1645011,0.676,0.771,8,-3.675,0.0483,0.0237,7e-06,0.102,0.569,99.048,207133,510,137
"84",17,141,1636772,0.834,0.73,8,-3.714,0.222,0.00513,0,0.124,0.446,155.008,312820,1007,139
"85",30,17,1632752,0.403,0.537,3,-6.628,0.031,0.59,0,0.112,0.414,69.877,202133,118,141
"86",1,118,1631085,0.837,0.364,8,-11.713,0.276,0.149,0,0.271,0.463,123.984,213594,834,143
"87",14,93,1627994,0.701,0.425,7,-10.965,0.375,0.328,0.13,0.1,0.562,135.128,194088,769,144
"88",10,11,1622511,0.636,0.676,2,-3.442,0.0263,0.0807,0,0.0831,0.273,113.98,208760,2767,145
"89",15,28,1614705,0.792,0.793,5,-6.185,0.0841,0.0872,0,0.22,0.775,123.031,156578,146,146
"90",16,212,1611896,0.732,0.75,11,-6.366,0.231,0.00264,0,0.109,0.401,155.096,182707,1350,147
"91",12,10,1606021,0.459,0.895,2,-3.126,0.0805,0.00725,0,0.206,0.572,181.04,182827,4972,151
"92",11,1,1600818,0.467,0.481,2,-6.947,0.0255,0.227,0.00018899999999999,0.11,0.248,147.886,221240,6,152
"93",12,18,1598370,0.52,0.852,0,-5.866,0.0543,0.00237,5.79e-05,0.0733,0.234,140.267,253587,5126,153
"94",13,83,1593944,0.64,0.74,4,-4.083,0.0284,0.0115,0.00678,0.167,0.785,116.879,216320,2120,154
"95",12,4,1583573,0.495,0.856,0,-5.123,0.0311,0.00021899999999999,0,0.103,0.609,158.024,154667,3296,156
"96",14,28,1580155,0.585,0.564,0,-7.063,0.0515,0.0671,0,0.135,0.137,113.003,242253,2078,157
"97",30,38,1572483,0.466,0.786,0,-5.13,0.0328,0.417,6.1e-05,0.125,0.571,203.903,210507,118,158
"98",1,83,1569566,0.598,0.427,7,-8.764,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,175721,580,161
"99",14,21,1565309,0.392,0.37,9,-10.888,0.0298,0.205,0.0096,0.0821,0.512,48.718,293293,2194,162
"100",30,30,1560254,0.549,0.44,7,-8.192,0.0264,0.232,7.37e-06,0.107,0.214,128.01,293707,118,163
"101",14,112,1559853,0.367,0.111,4,-14.084,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,196077,769,164
"102",16,10,1557735,0.614,0.934,9,-3.709,0.07,0.0697,0,0.121,0.436,116.001,174760,230,165
"103",11,10,1555573,0.471,0.924,8,-3.906,0.0586,0.00301,0,0.313,0.725,154.961,177280,3413,166
"104",8,1,1546219,0.897,0.371,1,-5.019,0.368,0.0904,0,0.325,0.441,81.008,156005,146,169
"105",19,8,1507113,0.613,0.61,5,-8.633,0.246,0.211,0.000361,0.152,0.433,160.004,252021,41,174
"106",6,3,1504848,0.247,0.438,5,-8.478,0.0358,0.0447,0.000867,0.111,0.39,185.711,198213,4071,176
"107",14,59,1503287,0.631,0.591,7,-5.785,0.0277,0.657,0,0.11,0.489,97.074,205453,1105,177
"108",12,56,1494930,0.629,0.692,5,-8.045,0.0376,0.00981,0.331,0.603,0.453,162.948,167916,419,179
"109",18,164,1486990,0.74,0.613,8,-4.88,0.145,0.258,0.00372,0.123,0.473,75.023,166606,1147,182
"110",30,24,1477212,0.658,0.538,5,-7.676,0.0289,0.657,0,0.123,0.62,136.967,161773,118,187
"111",1,9,1465851,0.748,0.551,11,-6.12,0.0349,0.235,0,0.119,0.66,103.953,144533,90,189
"112",12,19,1455968,0.527,0.922,9,-2.666,0.0728,0.00475,0.000162,0.422,0.49,95.975,181680,4608,191
"113",8,37,1455570,0.746,0.765,6,-4.41,0.0993,0.0112,0,0.0936,0.737,114.044,199054,167,192
"114",19,6,1452368,0.55,0.637,8,-5.212,0.163,0.597,0,0.129,0.535,84.448,160078,41,193
"115",14,1,1447971,0.581,0.441,1,-6.829,0.0268,0.77,2.75e-05,0.111,0.337,82.125,238400,769,195
"116",7,1,1447078,0.669,0.629,1,-6.032,0.0657,0.0485,0,0.346,0.683,125.935,139729,482,196
"117",12,61,1438037,0.551,0.801,6,-5.069,0.0303,0.013,6.03e-06,0.265,0.625,128.027,240760,1434,199
"118",1,5,12894901,0.52,0.731,6,-5.338,0.0557,0.342,0.00101,0.311,0.662,173.93,167303,35,1
"119",1,4,11429482,0.905,0.563,8,-6.135,0.102,0.0254,9.71e-06,0.113,0.324,106.998,173948,27,2
"120",16,1,7740113,0.883,0.657,8,-5.748,0.305,0.0603,0,0.128,0.284,124.992,172933,6,4
"121",18,75,6129194,0.761,0.525,11,-6.9,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805,637,6
"122",1,3,5633429,0.836,0.743,10,-6.305,0.0656,0.0995,0,0.335,0.722,108.966,191822,21,7
"123",16,1,5580001,0.711,0.686,5,-6.409,0.271,0.0355,0,0.124,0.536,146.971,173187,6,8
"124",16,1,4971430,0.911,0.573,2,-5.573,0.163,0.0112,5.83e-05,0.131,0.145,144.026,271840,6,9
"125",13,221,3992115,0.69,0.521,10,-8.492,0.339,0.324,0,0.0534,0.494,100.028,292799,2704,14
"126",11,51,3932357,0.563,0.664,9,-5.044,0.154,0.335,0,0.0849,0.688,166.928,178147,349,15
"127",16,1,3907865,0.709,0.357,5,-9.289,0.214,0.478,0.000294,0.112,0.544,75.494,129480,6,16
"128",14,45,3886692,0.824,0.764,5,-4.175,0.0854,0.0888,0.00294,0.117,0.881,107.998,172627,314,17
"129",16,1,3766083,0.916,0.453,1,-4.148,0.158,0.00018899999999999,0,0.137,0.152,145.007,106133,6,19
"130",15,39,3710893,0.764,0.705,3,-5.279,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003,196520,2671,20
"131",16,33,3662816,0.601,0.741,2,-5.569,0.0478,0.185,2.91e-05,0.415,0.441,153.96,153190,412,22
"132",1,2,3557890,0.376,0.657,7,-4.658,0.0768,0.0858,0,0.0884,0.203,80.565,164782,13,23
"133",16,1,3546639,0.763,0.526,5,-6.753,0.355,0.00937,2.25e-06,0.111,0.362,181.856,162333,6,24
"134",14,47,3462789,0.664,0.609,1,-6.509,0.0707,0.304,0,0.0926,0.194,130.041,210560,314,25
"135",19,23,3428294,0.825,0.414,2,-6.634,0.144,0.00265,0,0.357,0.106,72.993,200548,69,26
"136",1,2,3376128,0.87,0.516,1,-8.006,0.0541,0.656,0.00823,0.11,0.53,111.005,210200,13,28
"137",12,68,3352074,0.52,0.852,0,-5.866,0.0543,0.00237,5.79e-05,0.0733,0.234,140.267,253587,5490,29
"138",15,33,3252182,0.737,0.846,1,-4.51,0.22,0.00614,0,0.0486,0.546,87.981,143901,230,32
"139",1,39,3167477,0.603,0.783,6,-4.023,0.062,0.449,7.96e-06,0.119,0.775,172.041,173104,1900,34
"140",11,89,3164788,0.612,0.807,10,-2.81,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400,3303,35
"141",1,30,3138425,0.575,0.648,10,-4.891,0.0358,0.583,0,0.115,0.466,75.977,160240,2715,36
"142",30,67,3066216,0.505,0.657,11,-5.24,0.0318,0.373,0.00107,0.126,0.252,196,178520,482,38
"143",2,11,3056720,0.677,0.557,1,-8.409,0.0694,0.00507999999999999,8.36e-06,0.0984,0.1,150.127,206385,76,39
"144",1,3,3033461,0.578,0.431,2,-7.034,0.0269,0.469,0,0.137,0.21,116.979,226975,20,40
"145",14,34,2996070,0.788,0.859,2,-2.724,0.0856,0.281,0,0.0424,0.822,141.02,207853,188,42
"146",1,12,2954014,0.345,0.612,7,-6.543,0.0608,0.232,0,0.194,0.232,179.773,153000,83,43
"147",11,50,2886438,0.38,0.339,3,-7.885,0.0338,0.691,0,0.12,0.0849,100.607,229227,349,48
"148",1,11,2885571,0.41,0.611,4,-8.271,0.0467,0.0228,0,0.116,0.0899,185.727,184448,846,49
"149",16,1,2870492,0.784,0.719,11,-4.56,0.31,0.0215,2.27e-05,0.253,0.293,157.997,170267,6,50
"150",22,15,2801460,0.693,0.575,2,-7.633,0.0906,0.121,0,0.104,0.353,138.016,160052,237,51
"151",16,1,2775936,0.827,0.634,10,-5.54,0.21,0.00854,0.000109,0.332,0.609,158.98,133133,6,52
"152",1,3,2690887,0.684,0.449,3,-9.738,0.611,0.869,0,0.0881,0.341,66.165,157373,21,54
"153",17,17,2667821,0.913,0.603,8,-4.892,0.226,0.0272,0.000503,0.167,0.497,123.061,234093,3586,55
"154",11,57,2566642,0.442,0.612,2,-7.222,0.112,0.584,5.7e-06,0.37,0.178,180.917,215507,349,58
"155",1,1,2552745,0.362,0.54,10,-6.031,0.0528,0.338,0,0.139,0.3,78.007,216410,6,59
"156",16,40,2496477,0.332,0.225,0,-8.697,0.0348,0.767,0.00349,0.128,0.297,81.055,298899,279,60
"157",20,117,2496409,0.773,0.75,8,-4.009,0.117,0.109,0,0.174,0.783,123.426,220587,1630,61
"158",1,14,2459902,0.742,0.527,8,-6.892,0.0769,0.327,0,0.25,0.638,84.974,169238,97,62
"159",1,3,2453041,0.544,0.786,8,-2.97,0.0501,0.00990999999999999,0,0.169,0.446,153.967,157138,43,64
"160",1,4,2445933,0.535,0.618,2,-5.668,0.382,0.0245,0,0.103,0.211,165.991,213976,27,65
"161",1,25,2431827,0.695,0.54,4,-5.692,0.0493,0.299,0,0.367,0.415,121.932,168602,265,68
"162",14,156,2400626,0.614,0.68,6,-4.58,0.0289,0.369,1.84e-06,0.115,0.707,149.959,234347,1469,69
"163",2,15,2393352,0.69,0.626,6,-5.693,0.306,0.105,0.000335,0.0881,0.912,184.009,185681,106,70
"164",12,121,2377255,0.548,0.816,0,-4.209,0.0465,0.122,0,0.335,0.557,95.39,174000,874,71
"165",1,5,2371466,0.684,0.545,1,-6.885,0.121,0.159,0,0.102,0.407,143.049,135264,34,72
"166",6,44,2294116,0.372,0.537,9,-7.623,0.0305,0.937,0.873,0.287,0.228,123.735,212750,1070,75
"167",12,29,2292085,0.604,0.366,5,-7.519,0.0282,0.578,0,0.133,0.13,141.981,224695,167,76
"168",12,31,2290293,0.79,0.647,10,-5.983,0.136,0.0515,0,0.248,0.654,87.999,211000,4910,77
"169",12,22,2287972,0.621,0.73,5,-5.414,0.107,0.0967,0.000131,0.673,0.464,139.566,195320,1084,78
"170",16,62,2280500,0.794,0.766,9,-3.894,0.0377,0.0135,0,0.0785,0.55,127.007,195873,4283,79
"171",11,69,2268404,0.561,0.431,10,-8.81,0.0578,0.768,1.42e-05,0.106,0.137,143.875,242013,349,81
"172",16,1,2261516,0.765,0.46,3,-7.23,0.376,0.442,4.11e-06,0.0794,0.418,119.919,177027,6,82
"173",13,18,2239627,0.937,0.793,11,-4.431,0.115,0.0453,0,0.341,0.794,106.022,172540,41,83
"174",14,127,2235821,0.514,0.73,1,-5.934,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040,776,84
"175",75,9,2234956,0.426,0.225,8,-12.422,0.0291,0.823,0.367,0.11,0.0643,104.506,232204,11181,85
"176",4,2,2230724,0.369,0.192,4,-12.151,0.04,0.555,8.35e-06,0.0954,0.148,175.212,228013,13,86
"177",18,60,2224176,0.586,0.525,1,-7.163,0.0615,0.111,0,0.134,0.508,133.629,260253,1988,87
"178",1,13,2181384,0.614,0.644,2,-5.372,0.0426,0.0134,7.07e-06,0.117,0.651,160.036,206772,90,90
"179",12,17,2176292,0.609,0.692,1,-2.958,0.0259,0.0157,0,0.0864,0.454,116.959,233720,1826,91
"180",1,29,2169277,0.309,0.883,9,-3.825,0.0808,0.0673,0.00110999999999999,0.0849,0.312,159.488,195121,154,92
"181",9,4,2162384,0.423,0.913,8,-5.354,0.0655,6.53e-05,0,0.269,0.596,146.995,191823,289,94
"182",16,1,2154263,0.639,0.743,6,-4.917,0.261,0.0234,1.72e-05,0.108,0.27,175.067,179493,6,95
"183",14,45,2147948,0.855,0.488,3,-4.601,0.208,0.506,0,0.347,0.619,124.097,174253,314,96
"184",10,19,2139536,0.367,0.665,1,-2.821,0.0465,0.145,0,0.113,0.31,148.913,229147,3243,98
"185",13,29,2122554,0.495,0.722,6,-8.108,0.357,0.0697,0,0.113,0.539,175.627,239267,2704,100
"186",11,27,2107710,0.746,0.251,11,-16.169,0.259,0.782,0.00203,0.106,0.18,139.999,120027,1714,102
"187",20,56,2105030,0.789,0.536,6,-6.862,0.242,0.41,0,0.129,0.437,81.039,165926,328,103
"188",9,43,2101715,0.508,0.792,0,-7.311,0.0297,0.229,0.124,0.145,0.601,147.067,320467,2442,104
"189",30,45,2090497,0.403,0.537,3,-6.628,0.031,0.59,0,0.112,0.414,69.877,202133,482,105
"190",25,41,2078023,0.762,0.766,7,-3.955,0.0343,0.00775999999999999,6.98e-05,0.128,0.442,130.001,287120,216,106
"191",1,2,2071581,0.787,0.522,8,-5.872,0.463,0.0668,0,0.108,0.666,170.439,163765,13,107
"192",14,45,2062441,0.807,0.893,11,-3.745,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,230747,188,108
"193",14,45,2059660,0.912,0.655,8,-6.029,0.162,0.315,3.39e-05,0.0894,0.793,91.942,138293,314,109
"194",1,1,2057976,0.514,0.65,6,-8.867,0.499,0.138,0,0.103,0.236,127.428,179149,7,110
"195",17,209,2025408,0.511,0.566,6,-7.23,0.2,0.349,0,0.34,0.218,83.903,239836,1242,111
"196",1,1,1994593,0.732,0.672,10,-8.462,0.148,0.0642,0,0.121,0.16,137.03,140601,6,113
